address,region,house_size,property_size,sales_price,sales_date
"
          Årsta Havsbadsvägen 99
        ","
            Årsta Havsbad,
          Haninge kommun
        ","
                39
                ","
              924 m² tomt
            ","
            Slutpris 3 495 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Särimnervägen 8
        ","
            Odenslunda,
          Upplands Väsby kommun
        ","
                145
                ","
              323 m² tomt
            ","
            Slutpris 5 650 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Tjädervägen 10
        ","
            Trinntorp,
          Tyresö kommun
        ","
                36
                ","
              3 360 m² tomt
            ","
            Slutpris 5 000 000 kr
        ","
            Såld 15 juli 2022
          "
"
          Albin Westmans väg 23
        ","
            Rangarnö,
          Norrtälje kommun
        ","
                70 m²
             
              4 rum
          ","
              2 778 m² tomt
            ","
            Slutpris 3 025 000 kr
        ","
            Såld 14 juli 2022
          "
"
          Drängstigen 4
        ","
            Lissma,
          Huddinge kommun
        ","
                55 m²
             
              2 rum
          ","
              2 673 m² tomt
            ","
            Slutpris 2 250 000 kr
        ","
            Såld 14 juli 2022
          "
"
          Komministervägen 18
        ","
            Eneby,
          Stockholms kommun
        ","
                81
                ","
              460 m² tomt
            ","
            Slutpris 8 125 000 kr
        ","
            Såld 14 juli 2022
          "
"
          Gimlevägen 17
        ","
            Djursholm,
          Danderyds kommun
        ","
                225
                ","
              1 621 m² tomt
            ","
            Slutpris 17 000 000 kr
        ","
            Såld 14 juli 2022
          "
"
          Mellanvägen 19 
        ","
            Vendelsö,
          Haninge kommun
        ","
                109
                ","
              1 005 m² tomt
            ","
            Slutpris 7 200 000 kr
        ","
            Såld 13 juli 2022
          "
"
          Sippvägen 28
        ","
            Viggbyholm - Sjösidan,
          Täby kommun
        ","
                133
                ","
              2 067 m² tomt
            ","
            Slutpris 7 500 000 kr
        ","
            Såld 13 juli 2022
          "
"
          Täbybergsvägen 28
        ","
            Täby Kyrkby,
          Täby kommun
        ","
                158
                ","
              723 m² tomt
            ","
            Slutpris 6 825 000 kr
        ","
            Såld 13 juli 2022
          "
